SY
3601
16
happy;elated;excited;alert;tense;nervous;stressed;upset;sad;unhappy;depressed;bored;calm;relaxed;serene;contented
5b4428a71f22a65d114253faExcitado;0:0.312485149359;1:0.345223453766;2:0.366420010514;3:0.365022319127;4:0.308617184253;5:0.275835449922;6:0.248226900486;7:0.226712007536;8:0.199666867065;9:0.192686663179;10:0.189400626735;11:0.189595062778;12:0.200702975012;13:0.212327607157;14:0.228843911988;15:0.25103307377;0.0
5b4428a71f22a65d114253fbAlerta;0:0.308107449587;1:0.339809010474;2:0.361321385314;3:0.362014702708;4:0.310063509508;5:0.278091498436;6:0.250664853872;7:0.229037476598;8:0.201500503869;9:0.194246678054;10:0.190680753941;11:0.190579228215;12:0.200960700537;13:0.212083789233;14:0.227933750073;15:0.249220070143;0.0
5b4428a71f22a65d114253fdAlerta;0:0.313239378386;1:0.36809234859;2:0.418968056456;3:0.434140052961;4:0.344554704899;5:0.293268649331;6:0.2536516041;7:0.22480781982;8:0.190319555526;9:0.181312137542;10:0.176493682513;11:0.175427981618;12:0.184502233734;13:0.195468498675;14:0.211966411095;15:0.235618961781;0.0
5b4428a71f22a65d114253ffAlerta;0:0.305888100966;1:0.351062059926;2:0.391000191576;3:0.404137579954;4:0.337167602074;5:0.293270559408;6:0.257223148397;7:0.22992125195;8:0.196174827279;9:0.187126963248;10:0.182177216369;11:0.180925524911;12:0.189403977688;13:0.199820097729;14:0.215375754606;15:0.237320434757;0.0
5b4428a71f22a65d11425400Feliz;0:0.469461078266;1:0.41027832805;2:0.339334596768;3:0.282844056638;4:0.214257478676;5:0.194835165823;6:0.181831261132;7:0.173789743013;8:0.169690930682;9:0.173227254632;10:0.180831253686;11:0.193290617713;12:0.239168387609;13:0.278179808128;14:0.332964993257;15:0.403037756739;0.0
5b4428a71f22a65d11425403Sereno;0:0.214441160467;1:0.237372757684;2:0.268900783588;3:0.310438091271;4:0.403675635141;5:0.416476483017;6:0.387851597949;7:0.339080061519;8:0.254803972491;9:0.227032190987;10:0.20708421657;11:0.193267443078;12:0.179570874407;13:0.178505052111;14:0.181068737873;15:0.187478175903;0.0
5b4428a71f22a65d11425404Sereno;0:0.212445863215;1:0.235625514389;2:0.267825576021;3:0.310938759237;4:0.411929376391;5:0.42729752776;6:0.396467112127;7:0.343778582445;8:0.254961184239;9:0.22629141967;10:0.205851380559;11:0.191752137128;12:0.177760558139;13:0.176602815661;14:0.179091534444;15:0.185444208122;0.0
5b4428a71f22a65d11425405Sereno;0:0.212445863215;1:0.235625514389;2:0.267825576021;3:0.310938759237;4:0.411929376391;5:0.42729752776;6:0.396467112127;7:0.343778582445;8:0.254961184239;9:0.22629141967;10:0.205851380559;11:0.191752137128;12:0.177760558139;13:0.176602815661;14:0.179091534444;15:0.185444208122;0.0
5b4428a71f22a65d11425409Estresado;0:0.255867868452;1:0.251740493728;2:0.247609130099;3:0.243862929276;4:0.238656767723;5:0.237549375812;6:0.237549375812;7:0.238656767723;8:0.243862929276;9:0.247609130099;10:0.251740493728;11:0.255867868452;12:0.262315335611;13:0.26380874405;14:0.26380874405;15:0.262315335611;0.0
5b4428a71f22a65d1142540aAlerta;0:0.304514300987;1:0.354708476202;2:0.402863972397;3:0.422599434044;4:0.348290530481;5:0.298927352625;6:0.259320263297;7:0.229887566678;8:0.19404812116;9:0.184448908877;10:0.179086721221;11:0.177494119663;12:0.185383482657;13:0.195551911442;14:0.2109559392;15:0.233004924313;0.0
5b4428a71f22a65d1142540cFeliz;0:0.347586694584;1:0.333592980033;2:0.308509547876;3:0.280717067305;4:0.234749948736;5:0.218817103289;6:0.207297561057;7:0.199721270452;8:0.195075492564;9:0.197761524808;10:0.20391804776;11:0.21385724537;12:0.246866070557;13:0.270467831566;14:0.297688464132;15:0.324693751383;0.0
5b4428a71f22a65d11425410Alerta;0:0.292117487558;1:0.351431019583;2:0.42254726699;3:0.472729926487;4:0.388391011744;5:0.321101903799;6:0.269805276947;7:0.233447234747;8:0.190772213226;9:0.179319324411;10:0.172529011546;11:0.169708434265;12:0.175231969028;13:0.184123787927;14:0.198190274752;15:0.219020099608;0.0
5b4428a71f22a65d11425412Contento;0:0.24560573327;1:0.274854700922;2:0.310749262634;3:0.348886551552;4:0.380600084875;5:0.356687971319;6:0.319404212278;7:0.282396577005;8:0.227761480846;9:0.210270064189;10:0.198033611624;11:0.190211725139;12:0.185851570974;13:0.189000322034;14:0.195918205846;15:0.207100492208;0.0
5b4428a71f22a65d11425413Alerta;0:0.280355266325;1:0.320803546064;2:0.364081804554;3:0.394754418013;4:0.362036317824;5:0.318627881958;6:0.278524797292;7:0.246528115642;8:0.205256403271;9:0.193376292563;10:0.185968923475;11:0.182447923603;12:0.186244446033;13:0.193859512826;14:0.205985702647;15:0.223579353432;0.0
5b4428a71f22a65d11425418Alerta;0:0.303532902012;1:0.351307621846;2:0.396193576737;3:0.414239905383;4:0.34504108394;5:0.297973809553;6:0.259622444048;7:0.230820171443;8:0.19544170874;9:0.185916301035;10:0.180589441753;11:0.179011420051;12:0.186877956624;13:0.196985615002;14:0.212248887299;15:0.233991115529;0.0
5b4428a71f22a65d1142541aAlerta;0:0.292173411602;1:0.351258951703;2:0.421889856869;3:0.471510134676;4:0.387767313597;5:0.320870920894;6:0.269774668838;7:0.233511819492;8:0.190906432202;9:0.179466664678;10:0.172684769319;11:0.169870673267;12:0.175405622129;13:0.18430218575;14:0.198370448448;15:0.219193446918;0.0
5b4428a71f22a65d1142541bExcitado;0:0.324730114045;1:0.369581898049;2:0.400450093143;3:0.397342439956;4:0.317406952279;5:0.27662481409;6:0.244521483555;7:0.220658130447;8:0.191876699489;9:0.184667652036;10:0.181342663641;11:0.181635359279;12:0.193459525741;13:0.205949083621;14:0.224056389782;15:0.249170427605;0.0
5b4428a71f22a65d11425421Feliz;0:0.352693314809;1:0.332677484049;2:0.303546152267;3:0.274063660142;4:0.22844703104;5:0.213315903239;6:0.202671252444;7:0.1959773891;8:0.193140602353;9:0.196833500873;10:0.204152506954;11:0.215501718529;12:0.252498893691;13:0.278746218732;14:0.308591731545;15:0.336917682032;0.0
5b4428a71f22a65d11425425Alerta;0:0.265716403585;1:0.287372493118;2:0.308256953931;3:0.323375082057;4:0.319122557763;5:0.301349104694;6:0.279719219935;7:0.258605442707;8:0.225659200709;9:0.214708615757;10:0.207268821248;11:0.20311836492;12:0.204201973375;13:0.209476285728;14:0.218112037312;15:0.230337498617;0.0
5b4428a71f22a65d11425426Alerta;0:0.28350830212;1:0.343192997977;2:0.420385716396;3:0.486603845967;4:0.409830354517;5:0.334260640534;6:0.27712850896;7:0.237240792543;8:0.191010124882;9:0.178572289775;10:0.171017736013;11:0.167537497229;12:0.171760887314;13:0.179896079625;14:0.193061697087;15:0.212801089064;0.0
5b4428a71f22a65d1142542aAlerta;0:0.28656916892;1:0.345833455005;2:0.420254743453;3:0.479796010071;4:0.400994402525;5:0.329177884693;6:0.274512476188;7:0.236044133795;8:0.191168784316;9:0.179088944819;10:0.171806838741;11:0.168559065993;12:0.173236799784;13:0.181633617834;14:0.195105633526;15:0.21520424696;0.0
5b4428a71f22a65d1142542eAlerta;0:0.294768734401;1:0.351983797251;2:0.41746349139;3:0.459461589577;4:0.378394845003;5:0.316033758151;6:0.267696539812;7:0.232968818006;8:0.191773748794;9:0.180691956544;10:0.174178662727;11:0.171592508261;12:0.177567287076;13:0.186704048713;14:0.201026800285;15:0.222085717317;0.0
5b4428a71f22a65d11425430Alerta;0:0.279388989973;1:0.308134246542;2:0.334819037174;3:0.3506509703;4:0.328759869746;5:0.300841010882;6:0.272547121452;7:0.248028456338;8:0.213796303553;9:0.203462585054;10:0.196996080544;11:0.19405383137;12:0.198276905977;13:0.205674803488;14:0.21705139757;15:0.23291632385;0.0
5b4428a71f22a65d11425431Alerta;0:0.28901474237;1:0.347411138816;2:0.418583870414;3:0.471924162133;4:0.393152259838;5:0.324911274507;6:0.272490371695;7:0.235283368168;8:0.19158054081;9:0.179802363581;10:0.172747618098;11:0.169693043688;12:0.174746540855;13:0.183355599332;14:0.1970672485;15:0.217425641477;0.0
5b4428aa1f22a65d1b12a321Excitado;0:0.323566848476;1:0.369658674893;2:0.402664423751;3:0.401204707291;4:0.32017851495;5:0.278366311012;6:0.245501435578;7:0.221114896208;8:0.191707109794;9:0.184292746459;10:0.180794185827;11:0.180927181554;12:0.192427078647;13:0.20473954687;14:0.222665484465;15:0.247628947073;0.0
5b4428aa1f22a65d1b12a322Alerta;0:0.287996015596;1:0.347178663388;2:0.420557802594;3:0.477403979532;4:0.397376090385;5:0.326966778982;6:0.273290495519;7:0.235418771576;8:0.191141747176;9:0.179226816427;10:0.172072332478;11:0.168934488651;12:0.173828316757;13:0.182350491025;14:0.195971234185;15:0.216248834824;0.0
5b4428aa1f22a65d1b12a323Sereno;0:0.212445863215;1:0.235625514389;2:0.267825576021;3:0.310938759237;4:0.411929376391;5:0.42729752776;6:0.396467112127;7:0.343778582445;8:0.254961184239;9:0.22629141967;10:0.205851380559;11:0.191752137128;12:0.177760558139;13:0.176602815661;14:0.179091534444;15:0.185444208122;0.0
5b4428aa1f22a65d1b12a324Feliz;0:0.831838667735;1:0.638969691481;2:0.424609107725;3:0.309585167212;4:0.206126191925;5:0.181164697116;6:0.164953614473;7:0.154727635291;8:0.147090922842;9:0.148715180635;10:0.154086186974;11:0.163887598332;12:0.203577988326;13:0.241146823895;14:0.302705346673;15:0.411867196261;0.0
5b4428aa1f22a65d1b12a325Alerta;0:0.306466858479;1:0.3545106573;2:0.398408076442;3:0.413842083248;4:0.341739653608;5:0.295128136643;6:0.257446605503;7:0.229234475838;8:0.194690008334;9:0.185463376484;10:0.180394376568;11:0.179055849439;12:0.187426459534;13:0.197841585375;14:0.213484012602;15:0.235706304832;0.0
5b4428aa1f22a65d1b12a328Excitado;0:0.380450283397;1:0.425671766206;2:0.428885576347;3:0.387210552531;4:0.283033515402;5:0.246225258385;6:0.219588243198;7:0.200801501277;8:0.18005752612;9:0.17613269818;10:0.175908006411;11:0.17936357216;12:0.19892807297;13:0.216884689612;14:0.242431618945;15:0.277858389913;0.0
5b4428aa1f22a65d1b12a32dExcitado;0:0.366298058833;1:0.470716354788;2:0.560280362467;3:0.527031617236;4:0.327435915336;5:0.266512008541;6:0.226418097944;7:0.199686228914;8:0.17021607513;9:0.163399326126;10:0.160578214374;11:0.161443530172;12:0.175034578808;13:0.189359807273;14:0.211002162603;15:0.243333859005;0.0
5b4428aa1f22a65d1b12a330Excitado;0:0.366298058833;1:0.470716354788;2:0.560280362467;3:0.527031617236;4:0.327435915336;5:0.266512008541;6:0.226418097944;7:0.199686228914;8:0.17021607513;9:0.163399326126;10:0.160578214374;11:0.161443530172;12:0.175034578808;13:0.189359807273;14:0.211002162603;15:0.243333859005;0.0
5b4428aa1f22a65d1b12a331Alerta;0:0.308823861589;1:0.347434003416;2:0.377176957388;3:0.38227573979;4:0.322023062764;5:0.284488809116;6:0.253058393393;7:0.228792213093;8:0.198379639259;9:0.190308779197;10:0.186125710215;11:0.185528101432;12:0.195172591274;13:0.206110923767;14:0.22205937734;15:0.244036008327;0.0
5b4428aa1f22a65d1b12a332Tenso;0:0.341014973206;1:0.307899662333;2:0.2753162753;3:0.247888483598;4:0.21069917595;5:0.199663548965;6:0.192751624184;7:0.189524404316;8:0.193513379012;9:0.200987556009;10:0.212667643706;11:0.229238030806;12:0.279752165213;13:0.312822759489;14:0.345287407207;15:0.366048137099;0.0
5b4428aa1f22a65d1b12a333Alerta;0:0.283607221673;1:0.343056465528;2:0.419687342613;3:0.485089808787;4:0.408956241428;5:0.333942014327;6:0.277082370329;7:0.237317777711;8:0.191171383968;9:0.17874809756;10:0.17120246401;11:0.167728989516;12:0.171964894548;13:0.180105992458;14:0.193275175483;15:0.21301037797;0.0
5b4428aa1f22a65d1b12a334Alerta;0:0.28350830212;1:0.343192997977;2:0.420385716396;3:0.486603845967;4:0.409830354517;5:0.334260640534;6:0.27712850896;7:0.237240792543;8:0.191010124882;9:0.178572289775;10:0.171017736013;11:0.167537497229;12:0.171760887314;13:0.179896079625;14:0.193061697087;15:0.212801089064;0.0
5b4428aa1f22a65d1b12a335Alerta;0:0.331825747192;1:0.412984927211;2:0.496551592765;3:0.510532123564;4:0.351545102172;5:0.286896603389;6:0.242514988044;7:0.212345768779;8:0.178225963698;9:0.169758739643;10:0.165503254386;11:0.16500888151;12:0.175487237363;13:0.187599054001;14:0.206018073767;15:0.233214009766;0.0
5b4428aa1f22a65d1b12a336Alerta;0:0.286989483744;1:0.345112664324;2:0.416946728546;3:0.473055921056;4:0.397176050736;5:0.327731971846;6:0.27427345525;7:0.236370580233;8:0.191900849305;9:0.179895566524;10:0.172660617301;11:0.169448894029;12:0.174191280157;13:0.182617160205;14:0.19610532921;15:0.216179974435;0.0
5b4428aa1f22a65d1b12a337Excitado;0:0.32781308198;1:0.361533216186;2:0.378144193124;3:0.367661183172;4:0.299691590683;5:0.266312327171;6:0.239510574739;7:0.219241403968;8:0.194709407063;9:0.188874448991;10:0.18669795182;11:0.188028136485;12:0.201829938274;13:0.215251641897;14:0.234078615627;15:0.259252502878;0.0
5b4428ae1f22a65d2d296742Alerta;0:0.28350830212;1:0.343192997977;2:0.420385716396;3:0.486603845967;4:0.409830354517;5:0.334260640534;6:0.27712850896;7:0.237240792543;8:0.191010124882;9:0.178572289775;10:0.171017736013;11:0.167537497229;12:0.171760887314;13:0.179896079625;14:0.193061697087;15:0.212801089064;0.0
5b4428b01f22a65d36385389Alerta;0:0.273103668086;1:0.314167119375;2:0.361142647709;3:0.399817743536;4:0.377243815403;5:0.330879886277;6:0.286884102046;7:0.251732510113;8:0.206566134063;9:0.193485839662;10:0.18513434358;11:0.18081196589;12:0.183134986533;13:0.189970775523;14:0.201239358168;15:0.217892358275;0.0
5b4428b01f22a65d36385391Alerta;0:0.308107449587;1:0.339809010474;2:0.361321385314;3:0.362014702708;4:0.310063509508;5:0.278091498436;6:0.250664853872;7:0.229037476598;8:0.201500503869;9:0.194246678054;10:0.190680753941;11:0.190579228215;12:0.200960700537;13:0.212083789233;14:0.227933750073;15:0.249220070143;0.0
5b4426791f22a65c247a2e5eFeliz;0:0.350812961699;1:0.331863319559;2:0.303634148041;3:0.274690188117;4:0.229403013247;5:0.214263917364;6:0.203568034841;7:0.196800627324;8:0.193772323899;9:0.197340615408;10:0.204501431311;11:0.215639120759;12:0.251927153611;13:0.277605977536;14:0.306757868669;15:0.33447245264;0.0
5b4426791f22a65c247a2e61Feliz;0:0.330511531526;1:0.315163743858;2:0.292847372428;3:0.269415373485;4:0.231117114148;5:0.217880600187;6:0.20846045809;7:0.202563503467;8:0.200539512323;9:0.204327022826;10:0.211479852463;11:0.222260744346;12:0.255665780776;13:0.27783211066;14:0.301400500994;15:0.321932049931;0.0
5b4426791f22a65c247a2e62Alerta;0:0.296359856144;1:0.35628183953;2:0.425967813785;3:0.470505963581;4:0.380894530784;5:0.315759222575;6:0.26633906546;7:0.231268311269;8:0.19005754931;9:0.179052081802;10:0.172622785075;11:0.170121685049;12:0.176289598637;13:0.185567090495;14:0.200109360935;15:0.221550504498;0.0
5b4426791f22a65c247a2e64Sereno;0:0.225204213193;1:0.246992894855;2:0.275228492799;3:0.309236205675;4:0.369750881757;5:0.372080421567;6:0.349986623651;7:0.315525038146;8:0.251453951117;9:0.22857028345;10:0.211611944033;11:0.1996987227;12:0.188249703076;13:0.187945891871;14:0.191148709332;15:0.198075377668;0.0
5b4426791f22a65c247a2e67Exaltado;0:0.296785768649;1:0.296934132602;2:0.290783962465;3:0.279944789864;4:0.2534051006;5:0.241284445436;6:0.231213773483;7:0.223551660178;8:0.215825288155;9:0.215768296856;10:0.218245475345;11:0.223265818012;12:0.240783034638;13:0.252824453233;14:0.266164351265;15:0.279384081505;0.0
5b4426791f22a65c247a2e68Feliz;0:0.350966801762;1:0.333721282739;2:0.306275503167;3:0.27737300126;4:0.231349087667;5:0.215787540345;6:0.204700678018;7:0.197573705895;8:0.193867462082;9:0.197081497438;10:0.203850186867;11:0.21453524515;12:0.249678480083;13:0.274728355215;14:0.303448563743;15:0.331365576521;0.0
5b4426791f22a65c247a2e6cTenso;0:0.339125860857;1:0.31028341906;2:0.279825530886;3:0.253068472535;4:0.215427823308;5:0.203884342997;6:0.196418730467;7:0.192609032081;8:0.195261446079;9:0.201880365834;10:0.212466705912;11:0.227573072387;12:0.27342613478;13:0.303353706158;14:0.333271689552;15:0.354266517381;0.0
5b4426791f22a65c247a2e74Feliz;0:0.979126583969;1:0.728719904707;2:0.448094177344;3:0.315728605498;4:0.204655207025;5:0.178704974681;6:0.161950838616;7:0.151358135978;8:0.143088155769;9:0.144334745591;10:0.149229411816;11:0.158404514186;12:0.196080715365;13:0.232045088266;14:0.291631769946;15:0.400494458117;0.0
5b4426791f22a65c247a2e75Exaltado;0:0.79938373245;1:1.52629680744;2:0.722450516278;3:0.412412581587;4:0.226568783374;5:0.189706280218;6:0.166580478478;7:0.151751139158;8:0.137526140586;9:0.13607255205;10:0.137984968012;11:0.143505962662;12:0.169135076035;13:0.193707197874;14:0.233125540483;15:0.301336876045;0.0
5b4426791f22a65c247a2e78Exaltado;0:0.288858100926;1:0.292132966706;2:0.289858624054;3:0.282610592241;4:0.260115527814;5:0.248455829716;6:0.238147084308;7:0.229791160523;8:0.219891883839;9:0.218485036946;10:0.219454109023;11:0.22279651085;12:0.236448776892;13:0.246431166226;14:0.257907086013;15:0.269892852672;0.0
5b4426791f22a65c247a2e7aAlerta;0:0.28350830212;1:0.343192997977;2:0.420385716396;3:0.486603845967;4:0.409830354517;5:0.334260640534;6:0.27712850896;7:0.237240792543;8:0.191010124882;9:0.178572289775;10:0.171017736013;11:0.167537497229;12:0.171760887314;13:0.179896079625;14:0.193061697087;15:0.212801089064;0.0
5b4426791f22a65c247a2e7bFeliz;0:0.924182939732;1:0.65620476591;2:0.420846246604;3:0.3040514946;4:0.201850814049;5:0.177454998415;6:0.161670973098;7:0.151764209148;8:0.144551070588;9:0.146322106014;10:0.151823998732;11:0.161770489995;12:0.202090424887;13:0.24060939276;14:0.304715025384;15:0.422126243963;0.0
5b44267a1f22a65c247a2e7cExcitado;0:0.315419536226;1:0.335883362105;2:0.34318927877;3:0.333932465673;4:0.286198993278;5:0.261221561221;6:0.240087851596;7:0.223464412719;8:0.202821114387;9:0.198041860937;10:0.196607529905;11:0.198446498115;12:0.212467328614;13:0.225269726101;14:0.242448119501;15:0.264118195904;0.0
5b44267a1f22a65c247a2e82Exaltado;0:0.304986437272;1:0.313880014192;2:0.313286674013;3:0.303414505301;4:0.26922579327;5:0.251821119093;6:0.236813678278;7:0.224843195302;8:0.210318409092;9:0.207579124559;10:0.207751445132;11:0.210839849332;12:0.226099401913;13:0.238443798853;14:0.253783864736;15:0.27139029029;0.0
5b44267a1f22a65c247a2e84Tenso;0:0.329630390045;1:0.297738182816;2:0.267540919782;3:0.242460462991;4:0.208770233418;5:0.198982923565;6:0.193117522169;7:0.190818756509;8:0.196564742652;9:0.204961789704;10:0.217627702188;11:0.235217568238;12:0.28699240687;13:0.318973536944;14:0.347710808409;15:0.362233876182;0.0
5b44267a1f22a65c247a2e85Sereno;0:0.212445863215;1:0.235625514389;2:0.267825576021;3:0.310938759237;4:0.411929376391;5:0.42729752776;6:0.396467112127;7:0.343778582445;8:0.254961184239;9:0.22629141967;10:0.205851380559;11:0.191752137128;12:0.177760558139;13:0.176602815661;14:0.179091534444;15:0.185444208122;0.0
